"","SRR6078283.bam","SRR6078284.bam","SRR6078285.bam","SRR6078300.bam","SRR6078301.bam","SRR6078302.bam"
"SCARNA1",5,2,7,11,3,6
"THEMIS2",95,60,80,142,107,78
"RPA2",378,338,374,792,888,508
"SMPDL3B",1,2,0,2,3,3
"XKR8",186,164,168,295,263,170
"EYA3",495,330,414,574,682,571
"PTAFR",0,3,2,0,3,1
"DNAJC8",1365,1280,1483,1184,1425,1426
"ATP5IF1",569,427,590,823,857,630
"SESN2",921,1103,966,1239,1573,1371
"MED18",268,285,384,311,330,246
"PHACTR4",141,118,108,228,400,176
"RCC1",832,956,1230,730,1052,1014
"SNHG3",601,825,612,532,955,771
"SNORA73A",12584,11722,17410,9152,11641,13502
"SNORA73B",6157,6441,8357,4822,6225,5475
"TRNAU1AP",388,415,423,402,460,432
"SNHG12",209,329,209,167,264,502
"SNORD99",6,6,1,2,11,14
"SNORA61",0,0,0,0,0,0
"SNORA44",9,10,12,5,11,8
"SNORA16A",34,49,47,42,40,74
"RAB42",88,59,149,65,127,261
"TAF12",505,441,730,422,543,462
"LINC01715",17,31,16,45,28,15
"RNU11",0,0,0,0,0,0
"GMEB1",202,245,200,235,243,284
"YTHDF2",1298,1851,1509,1381,1631,1799
"OPRD1",0,0,0,1,9,2
"LOC105376898",0,0,0,0,0,1
"EPB41",324,135,341,86,397,430
"TMEM200B",417,305,560,231,464,500
"SRSF4",1181,967,1087,1368,1618,1403
"MECR",234,174,270,247,314,305
"PTPRU",845,85,789,836,907,1426
"LINC01756",0,0,1,2,2,3
"LOC107984933",0,0,0,0,0,0
"LOC107984934",0,0,0,1,0,0
"LINC01648",0,0,0,0,0,0
"LOC105378617",0,0,0,0,0,0
"LOC105378618",0,0,0,1,0,0
"MATN1",7,2,5,1,3,6
"MATN1-AS1",13,12,24,17,28,29
"LAPTM5",3,6,15,59,82,45
"MIR4420",0,0,0,0,0,0
"LOC105378620",0,0,0,0,0,0
"LOC105378621",0,0,0,0,0,0
"LINC01778",6,3,4,1,9,7
"LOC400748",0,1,0,0,0,1
"SDC3",1977,1337,2140,3546,5204,3129
"PUM1",2594,1931,2295,2447,2870,2594
"SNORD103A",2,3,0,1,3,7
"SNORD103B",0,2,4,0,3,4
"SNORD103C",1,0,1,1,3,2
"LOC107984935",2,0,2,1,7,3
"NKAIN1",1,0,1,1,2,1
"SNRNP40",590,709,718,733,1004,779
"ZCCHC17",457,583,556,630,791,501
"FABP3",501,130,477,93,60,1526
"LOC105378623",1,0,0,0,0,1
"LOC107985470",0,0,0,0,0,0
"SERINC2",155,112,284,294,272,115
"LOC105378625",0,0,0,1,0,0
"LOC105379772",0,0,0,0,0,0
"LINC01225",0,0,0,0,0,0
"LINC01226",0,0,0,0,0,0
"LOC105378626",1,16,0,2,0,0
"TINAGL1",36,823,46,39,9,5
"HCRTR1",1,9,3,2,6,7
"PEF1",1006,847,1206,831,1014,932
"LOC107985471",24,23,4,6,5,37
"LOC105378628",8,19,9,10,9,13
"COL16A1",14844,15966,10311,7081,9463,21286
"LOC101929444",130,94,68,51,86,102
"ADGRB2",306,83,206,111,305,285
"MIR4254",1,0,0,0,1,2
"SPOCD1",979,1706,991,1295,1695,729
"PTP4A2",5332,6939,5694,5508,6426,5887
"KHDRBS1",1756,2501,2087,1917,2771,1774
"TMEM39B",243,120,251,224,277,313
"MIR5585",1,0,0,0,0,1
"KPNA6",2636,1726,2136,2959,3206,2602
"TXLNA",4093,4660,4488,4548,5070,5206
"CCDC28B",138,121,130,85,108,170
"TMEM234",286,234,249,244,332,385
"IQCC",67,53,51,83,128,92
"DCDC2B",49,20,29,25,40,84
"EIF3I",3469,3281,4505,3549,4045,3610
"MTMR9LP",476,261,524,276,306,955
"FAM167B",31,21,49,43,46,60
"LCK",0,0,0,0,0,0
"HDAC1",1557,1432,2225,1124,1494,1724
"MARCKSL1",98,60,167,173,284,345
"LOC105378629",5,3,4,10,4,15
"TSSK3",74,26,40,31,40,100
"FAM229A",5,3,10,9,5,18
"BSDC1",1756,1580,1741,1732,1757,1718
"ZBTB8B",2,0,0,0,1,1
"ZBTB8A",328,302,289,332,440,428
"LOC102723870",4,0,5,4,7,9
"ZBTB8OS",262,311,329,309,340,321
"RBBP4",856,757,864,666,962,1182
"SYNC",1918,2540,1870,1938,2051,1384
"KIAA1522",207,113,110,371,439,255
"YARS",1960,3378,1844,2872,3390,2606
"S100PBP",916,962,994,888,1058,941
"FNDC5",11,19,18,15,32,59
"LOC105378631",1,1,1,0,2,2
"HPCA",1,2,3,0,1,4
"TMEM54",213,206,309,153,370,330
"LOC105378632",0,0,1,0,0,1
"RNF19B",243,165,208,252,324,283
"AK2",976,1210,1288,1106,1377,1396
"LOC105378635",0,0,0,0,0,0
"AZIN2",81,44,60,87,130,97
"LOC112268224",3,1,1,0,1,1
"TRIM62",75,38,34,93,98,75
"ZNF362",221,128,149,330,413,325
"A3GALT2",0,0,0,1,2,1
"PHC2",1003,909,1036,1505,1916,1482
"MIR3605",1,4,1,0,2,1
"LOC101929464",0,1,1,1,1,3
"ZSCAN20",419,342,368,392,456,387
"CSMD2",330,310,571,732,560,474
"LOC105378638",1,0,0,2,0,0
"HMGB4",0,1,1,0,0,4
"CSMD2-AS1",2,2,1,4,0,3
"C1orf94",1,0,2,1,0,2
"LOC105378639",0,0,0,0,0,0
"LOC105378640",0,0,0,0,0,0
"LOC105378641",0,0,0,0,0,0
"MIR552",0,0,0,0,0,0
"LOC105378642",0,1,0,0,4,2
"GJB5",3,4,2,0,0,1
"GJB4",0,1,0,0,1,0
"GJB3",1,2,0,0,1,1
"GJA4",2,1,1,1,3,4
"SMIM12",594,718,724,830,882,680
"DLGAP3",0,1,4,2,5,2
"LOC653160",39,14,28,14,29,50
"TMEM35B",472,360,774,414,409,626
"ZMYM6",555,405,461,561,600,643
"ZMYM1",597,643,673,695,817,722
"LOC105378644",1,0,0,0,0,0
"SFPQ",5291,6086,4398,4870,5979,6822
"ZMYM4",1970,1363,1868,1770,2147,2299
"ZMYM4-AS1",2,0,0,4,3,3
"KIAA0319L",1063,1009,1002,710,926,1244
"NCDN",622,712,737,775,723,941
"TFAP2E",33,20,28,15,30,47
"LOC105378645",7,2,12,2,3,6
"PSMB2",869,1056,1088,1204,1376,1034
"LOC105378646",0,0,0,0,0,0
"C1orf216",884,869,890,1012,972,1130
"CLSPN",218,363,94,914,1262,459
"AGO4",786,717,668,731,857,957
"AGO1",920,681,629,1308,1538,1102
"AGO3",900,995,816,862,1034,1046
"LOC105378647",1,1,1,2,3,4
"TEKT2",3,4,5,0,7,3
"ADPRHL2",461,655,586,541,664,587
"COL8A2",1589,1766,1460,2282,5486,3288
"TRAPPC3",1007,1111,1248,1236,1306,1030
"MAP7D1",2002,2354,2196,3943,3608,2991
"THRAP3",3510,5507,3712,4907,5653,4699
"SH3D21",214,170,149,168,191,207
"EVA1B",1112,1215,2353,1501,842,1990
"STK40",369,248,359,467,504,647
"LSM10",120,196,168,177,166,178
"OSCP1",119,115,145,173,159,185
"SNORA63C",1,0,4,2,4,2
"LOC107984940",1,3,5,1,3,7
"MRPS15",653,592,770,682,662,781
"CSF3R",1,0,2,1,0,2
"LOC107984941",0,0,0,0,0,0
"LOC105378648",0,0,0,0,0,0
"GRIK3",0,0,0,0,0,0
"MIR4255",0,0,0,0,0,0
"LOC107984942",0,0,0,0,0,0
"LINC01137",44,51,61,47,51,57
"ZC3H12A",143,138,124,134,110,172
"MIR6732",3,1,0,1,3,0
"MEAF6",741,481,970,783,823,865
"MIR5581",3,2,4,1,3,14
"LOC105378649",1,2,1,0,1,2
"SNIP1",358,453,409,462,503,481
"DNALI1",105,23,63,36,43,81
"GNL2",1160,1893,1549,1529,1671,1445
"RSPO1",29,18,160,4,10,111
"C1orf109",422,398,444,501,503,513
"CDCA8",96,71,73,777,1122,110
"EPHA10",0,0,0,0,1,1
"LOC105378650",0,0,0,0,0,0
"MANEAL",17,41,30,50,44,28
"YRDC",200,388,242,230,296,183
"C1orf122",394,331,765,614,576,537
"MTF1",465,381,439,500,570,532
"INPP5B",849,1038,855,787,733,993
"LOC105378651",13,8,8,5,10,24
"SF3A3",1220,1754,1305,1259,1598,1422
"FHL3",290,169,173,236,301,264
"UTP11",607,622,593,551,689,687
"POU3F1",0,0,0,0,0,0
"LOC107985103",0,0,0,0,0,3
"LOC105378653",4,0,0,1,0,0
"MIR3659",0,0,0,0,0,0
"LOC105378655",0,0,0,0,0,0
"LOC105378654",0,0,0,0,0,0
"LINC01343",0,0,0,0,0,0
"LOC105378657",0,0,0,0,0,0
"LOC107984943",0,0,0,0,0,0
"LINC01685",0,0,0,0,0,0
"LOC105378658",0,0,0,0,0,0
"LOC105378660",0,0,0,0,0,0
"RRAGC",1563,1635,1543,2008,1739,2012
"GJA9-MYCBP",3,2,1,3,3,5
"MYCBP",8,10,9,18,12,7
"LOC105378663",0,0,1,0,0,3
"GJA9",0,0,0,0,0,0
"RHBDL2",21,22,15,82,63,28
"LOC105378662",5,1,4,4,4,6
"AKIRIN1",1014,1552,1189,1348,1219,1225
"NDUFS5",1493,1131,1922,1592,1490,1493
"MACF1",8565,20843,6662,12294,13420,11750
"KIAA0754",1663,1987,1104,2986,2523,1582
"LOC105378950",0,7,1,2,1,2
"BMP8A",21,13,30,16,20,74
"OXCT2P1",29,7,27,9,10,39
"PPIEL",156,66,98,78,44,267
"PABPC4",2450,2825,2386,2009,2689,2844
"PABPC4-AS1",17,7,6,9,16,16
"SNORA55",5,12,4,6,14,12
"HEYL",10,69,3,1,1,5
"NT5C1A",0,0,0,0,0,0
"HPCAL4",0,0,1,0,0,0
"PPIE",735,702,927,526,657,676
"BMP8B",12,6,5,3,9,16
"OXCT2",7,15,12,1,3,18
"LOC105378666",0,0,0,0,0,0
"LOC101929536",0,0,0,0,0,0
"LOC105378951",0,1,1,0,1,1
"LOC107985740",0,1,0,0,0,0
"LOC105378665",0,0,0,1,0,0
"LOC105378667",2,3,0,0,1,1
"TRIT1",361,496,406,302,365,340
"MYCL",3,1,5,10,7,4
"LOC105378668",1,3,3,2,1,0
"MFSD2A",21,59,31,35,55,63
"LOC105378669",1,10,1,4,7,2
"CAP1",7255,14574,9244,12019,12007,7118
"PPT1",871,1062,1272,1236,1381,1453
"LOC105378671",0,3,0,5,7,1
"RLF",958,1356,961,756,874,1153
"TMCO2",0,0,0,0,1,0
"ZMPSTE24",1679,2460,1730,1954,2280,1921
"COL9A2",48,42,33,16,26,36
"LOC107984945",0,0,0,0,0,0
"SMAP2",402,316,260,402,438,382
"ZFP69B",71,79,76,91,110,60
"ZFP69",83,123,112,104,116,117
"LOC105378672",5,5,5,6,13,7
"EXO5",191,270,230,227,268,212
"ZNF684",62,85,83,98,120,124
"LOC105378673",0,0,0,0,0,0
"RIMS3",7,24,9,7,37,50
"LOC105378675",0,0,0,0,0,0
"LOC105378674",0,0,0,0,1,0
"NFYC-AS1",44,20,24,23,51,82
"NFYC",275,227,266,353,448,349
"MIR30E",0,0,0,0,0,2
"MIR30C1",0,0,0,0,0,2
"KCNQ4",2,3,1,0,1,1
"LOC105378676",0,0,0,0,0,0
"CITED4",10,5,6,10,10,19
"CTPS1",525,1721,570,893,1184,713
"SLFNL1-AS1",10,67,12,22,29,32
"SLFNL1",11,83,19,23,43,38
"SCMH1",500,308,394,542,802,701
"FOXO6",0,3,1,0,2,3
"LOC101929901",0,2,0,0,1,0
"LOC105378678",1,0,0,3,2,3
"EDN2",0,0,0,0,0,1
"HIVEP3",22,52,24,87,109,22
"GUCA2B",0,0,0,0,0,0
"GUCA2A",0,0,0,0,0,0
"FOXJ3",629,537,358,712,904,796
"RIMKLA",0,0,2,0,0,1
"ZMYND12",8,10,21,3,10,25
"CCDC30",29,27,28,19,38,53
"PPCS",487,309,595,446,565,560
"PPIH",183,195,221,257,427,238
"YBX1",5085,5837,5704,6249,7031,7337
"CLDN19",2,0,0,0,0,0
"P3H1",3139,4613,5124,2967,3722,6384
"C1orf50",223,162,284,178,186,220
"LOC105378683",0,2,1,0,1,0
"TMEM269",3,3,3,5,7,5
"LOC107984946",1,1,2,3,0,3
"SVBP",302,174,463,169,182,328
"ERMAP",778,397,888,410,565,806
"ZNF691",100,104,134,103,116,100
"LOC339539",0,0,0,0,0,0
"SLC2A1",492,2150,760,1336,1545,318
"SLC2A1-AS1",18,11,20,12,11,11
"FAM183A",0,1,2,1,3,2
"EBNA1BP2",783,1314,1046,1213,1235,841
"MIR6733",2,2,1,0,0,4
"CFAP57",13,9,21,16,3,36
"LOC105378685",1,1,1,0,0,2
"TMEM125",1,0,0,1,0,0
"C1orf210",0,0,0,0,0,0
"TIE1",3,0,2,6,4,1
"MPL",2,3,1,2,4,5
"LOC105378687",0,6,6,6,2,7
"CDC20",217,222,176,1310,2048,280
"ELOVL1",1182,962,1366,1707,1664,1395
"MIR6734",1,0,0,0,0,0
"LOC112268225",5,4,4,9,5,10
"MED8",798,694,999,881,1107,898
"LOC107984947",15,20,18,15,19,16
"SZT2",1066,699,678,1072,1558,1525
"SZT2-AS1",2,0,0,0,1,2
"MIR6735",0,0,0,0,0,0
"HYI",0,0,0,0,0,0
"PTPRF",927,1623,1128,2181,2222,1845
"KDM4A",1284,1797,1465,1515,1571,1712
"KDM4A-AS1",19,21,18,32,32,49
"ST3GAL3",284,289,302,314,379,323
"LOC101929592",2,2,1,6,2,2
"MIR6079",0,0,0,0,1,1
"ARTN",10,4,4,19,14,5
"LOC105378688",2,0,1,1,0,5
"LOC101929609",1,3,3,5,4,8
"IPO13",732,631,642,953,970,890
"DPH2",261,281,293,293,378,348
"ATP6V0B",831,1021,1385,1414,1210,1007
"B4GALT2",1977,2261,2651,2757,3013,2540
"CCDC24",83,71,69,85,121,91
"SLC6A9",546,256,379,337,560,518
"LOC107984948",24,18,39,5,12,10
"KLF17",27,10,14,103,113,8
"KLF18",0,0,0,0,0,0
"DMAP1",379,443,373,354,406,411
"ERI3",699,597,909,764,917,818
"ERI3-IT1",9,13,7,11,16,36
"SNORA110",0,0,0,2,0,2
"RNF220",752,507,653,759,900,1004
"LOC107984951",0,1,0,0,0,0
"MIR5584",0,0,0,0,0,0
"LOC107984950",70,66,43,38,77,104
"TMEM53",50,30,44,52,57,75
"SNORD145",0,0,0,0,0,0
"ARMH1",28,10,25,4,25,48
"LOC105378690",3,0,0,3,3,1
"RNU5F-1",3,4,3,15,12,0
"RNU5D-1",4,8,4,24,54,3
"KIF2C",285,361,152,1438,2178,284
"SNORD160",0,2,1,2,4,1
"RPS8",14791,13123,21710,8096,10830,19449
"SNORD55",11,30,23,21,13,18
"SNORD46",13,20,9,4,18,14
"SNORD38A",9,14,18,8,9,10
"SNORD38B",7,11,10,2,15,10
"BEST4",5,9,9,8,11,8
"PLK3",410,445,407,667,713,501
"TCTEX1D4",84,70,58,176,114,138
"BTBD19",162,161,96,194,180,269
"LOC107984952",66,53,17,48,67,52
"PTCH2",43,10,6,11,15,22
"EIF2B3",601,854,551,587,607,570
"HECTD3",591,273,299,611,652,674
"UROD",1618,1389,1732,1437,1471,1517
"ZSWIM5",4,2,8,16,13,11
"LOC105378691",0,0,0,1,0,0
"LINC01144",0,0,0,0,0,0
"HPDL",7,18,8,14,21,31
"MUTYH",194,187,169,138,246,234
"TOE1",175,183,174,186,319,188
"TESK2",87,51,93,97,118,88
"CCDC163",13,7,31,39,34,32
"MMACHC",153,58,86,216,254,259
"PRDX1",3771,3813,4406,4542,4089,3339
"AKR1A1",1254,1291,1788,1330,1510,1667
"NASP",566,741,393,783,1317,757
"CCDC17",22,40,25,24,28,42
"GPBP1L1",1561,1641,1552,1915,2119,1734
"RPS15AP10",7,14,7,13,12,22
"TMEM69",338,217,291,371,450,354
"IPP",294,348,332,423,448,366
"LOC105378693",5,0,1,2,1,0
"MAST2",1501,1209,998,1539,2112,1650
"LOC105378694",5,7,4,7,4,11
"LOC110117498-PIK3R3",0,0,0,0,0,0
"PIK3R3",16,16,26,76,81,38
"LOC101929626",0,1,1,0,2,0
"TSPAN1",14,5,15,16,25,25
"P3R3URF",0,0,0,0,0,0
"POMGNT1",1291,1622,1455,1529,1731,1542
"LURAP1",33,30,30,31,33,49
"RAD54L",47,62,44,163,239,88
"LRRC41",2393,2114,2561,2102,2569,2814
"UQCRH",1005,928,1451,988,1064,1166
"NSUN4",382,418,392,320,401,448
"FAAH",30,35,31,22,27,44
"FAAHP1",0,1,0,5,2,0
"LINC01398",0,0,0,0,1,2
"DMBX1",0,0,0,0,0,0
"TMEM275",0,0,0,0,1,0
"MKNK1-AS1",11,7,10,8,7,18
"KNCN",0,0,0,0,0,0
"MKNK1",516,451,517,487,649,714
"MOB3C",370,301,375,300,292,540
"LOC105378697",1,2,1,1,0,1
"ATPAF1",581,508,597,550,670,643
"TEX38",2,0,0,1,1,0
"EFCAB14-AS1",4,1,4,2,4,3
"EFCAB14",1356,892,1286,2006,2284,1609
"LOC105378698",12,12,4,10,10,16
"LOC105378699",0,0,0,0,0,0
"CYP4B1",0,0,0,0,0,0
"CYP4Z2P",0,0,0,0,0,0
"CYP4A11",0,0,0,0,0,0
"CYP4X1",0,0,1,0,0,3
"CYP4Z1",1,0,0,0,2,1
"CYP4A22",0,0,0,3,1,1
"LOC105378701",4,6,1,2,3,4
"LINC00853",1,1,0,3,1,0
"PDZK1IP1",0,0,0,1,1,0
"TAL1",0,0,0,0,1,1
"STIL",175,237,141,615,803,201
"CMPK1",3320,4185,3788,4873,4604,3695
"LINC01389",4,9,9,4,6,14
"FOXE3",0,0,1,0,0,1
"FOXD2-AS1",10,7,4,1,6,9
"FOXD2",9,5,9,13,8,12
"LINC01738",0,0,0,0,0,0
"TRABD2B",6,2,1,0,3,7
"LOC105379778",0,0,0,0,0,0
"SKINT1L",0,0,1,1,0,1
"SLC5A9",2,2,3,4,9,14
"SPATA6",123,52,116,100,144,257
"AGBL4",0,0,1,1,1,2
"BEND5",6,0,18,1,15,36
"LOC105378706",0,0,0,0,0,0
"LOC101929721",0,0,0,0,0,0
"AGBL4-IT1",0,0,0,0,0,0
"LOC107984954",0,0,0,0,0,0
"LOC105378708",0,0,0,0,0,0
"ELAVL4",0,0,0,0,0,0
"LOC105378709",0,0,0,0,0,0
"LOC107984955",0,0,0,0,0,0
"LOC105378711",0,0,1,0,1,0
"LOC105378710",0,0,0,0,0,0
"LOC105378712",0,0,0,0,0,0
"DMRTA2",0,0,1,0,0,0
"LOC105378714",0,0,0,0,0,0
"FAF1",898,861,966,898,983,992
"LOC105378715",14,11,4,8,10,13
"LOC112268262",1,3,1,4,6,10
"CDKN2C",767,424,755,1081,1227,1069
"MIR4421",1,0,3,0,0,2
"MIR6500",0,0,0,0,0,0
"C1orf185",0,0,0,0,2,3
"LINC01562",1,2,1,1,1,1
"RNF11",3439,3513,3670,4048,3596,3590
"TTC39A",14,2,15,18,13,22
"LOC105378717",0,0,0,0,1,1
"TTC39A-AS1",0,0,0,0,0,0
"EPS15",1600,1357,1760,1915,2130,2467
"LOC105378720",4,3,1,4,1,5
"LOC105378719",2,3,1,0,5,3
"OSBPL9",922,1356,1246,1359,1905,1301
"NRDC",3230,3562,2481,3068,3334,2554
"LOC105378721",8,13,7,14,14,19
"MIR761",0,0,0,0,0,0
"RAB3B",5426,1806,3259,6493,6480,975
"TXNDC12",760,616,1102,1078,1281,983
"KTI12",0,0,0,0,0,0
"TXNDC12-AS1",3,4,3,2,6,6
"BTF3L4",540,503,738,581,697,740
"LOC107984956",1,0,0,0,0,0
"ZFYVE9",1289,1454,1270,960,1104,1320
"CC2D1B",1263,1413,1182,1223,1517,1270
"ORC1",29,58,27,159,232,84
"PRPF38A",452,565,475,298,444,503
"TUT4",728,463,497,560,754,780
"LOC105378723",4,3,4,0,8,11
"GPX7",650,672,691,809,806,469
"SHISAL2A",5,0,1,2,0,1
"COA7",511,566,552,517,536,685
"ZYG11B",2397,2604,2336,2419,2495,2481
"ZYG11A",3,51,30,231,99,36
"ECHDC2",598,694,456,389,487,641
"SCP2",3098,3634,3843,3676,3422,3549
"PODN",1840,4378,1869,5238,3278,7256
"SLC1A7",71,256,57,156,88,257
"LOC105378724",4,5,0,6,2,22
"CPT2",345,325,337,410,425,351
"CZIB",883,800,1000,605,726,1068
"MAGOH",157,225,187,182,222,189
"LOC100507564",7,1,2,8,7,5
"LRP8",147,152,79,257,399,196
"LOC105378728",3,3,1,3,6,12
"LOC105378726",3,1,1,18,30,19
"LINC01771",0,0,0,1,2,1
"LOC105378731",0,1,0,0,0,1
"LOC105378730",1,0,0,0,1,0
"LOC107984957",0,0,0,1,0,0
"SLC25A3P1",0,0,0,0,0,0
"LOC105378733",0,0,0,0,0,1
"DMRTB1",0,0,0,0,0,0
"GLIS1",209,59,194,201,216,186
"NDC1",397,442,367,934,1233,532
"YIPF1",362,351,475,420,492,388
"DIO1",4,2,1,4,6,8
"HSPB11",209,201,263,261,312,208
"LRRC42",725,683,880,759,750,789
"LDLRAD1",1,0,0,0,0,0
"TMEM59",4431,4877,7647,5466,5440,6966
"TCEANC2",355,220,288,464,488,332
"MIR4781",0,0,0,0,0,0
"CDCP2",1,0,0,0,0,0
"CYB5RL",146,86,157,104,145,229
"MRPL37",867,1001,1021,1141,1260,931
"SSBP3",401,147,277,390,447,468
"SSBP3-AS1",24,17,13,17,20,34
"LOC105378735",0,0,0,0,0,0
"LOC105378734",0,0,0,0,0,0
"ACOT11",47,26,32,119,46,54
"FAM151A",1,1,1,4,4,4
"MROH7-TTC4",1,0,0,0,0,0
"MROH7",0,0,0,0,0,1
"TTC4",41,31,47,33,45,40
"PARS2",96,48,97,86,119,115
"TTC22",0,0,0,0,0,2
"LEXM",1,0,2,0,0,1
"DHCR24",4859,1584,4359,2704,2003,5689
"LOC107984958",1,2,3,0,1,7
"TRNAK-CUU",0,0,0,0,0,0
"LOC105378736",0,0,0,0,0,0
"TMEM61",0,1,3,0,0,0
"BSND",0,0,0,0,0,0
"PCSK9",135,78,160,165,43,443
"USP24",2580,3364,2205,2439,2841,3398
"LOC100507634",2,1,4,7,4,7
"MIR4422HG",0,0,0,0,1,0
"MIR4422",0,0,0,0,0,0
"LOC105378740",3,1,11,2,1,10
"LINC01753",0,0,0,0,0,2
"LINC01755",0,0,0,0,0,0
"LOC105378737",2,0,1,0,1,15
"LOC105378741",3,0,2,2,4,13
"LINC01767",1,1,2,2,3,1
"PLPP3",9865,5981,15522,15835,12729,44248
"LOC101929935",0,0,0,0,0,0
"PRKAA2",107,146,80,113,159,129
"FYB2",0,1,1,4,2,7
"C8A",1,0,0,1,0,0
"C8B",0,0,1,0,3,0
"LOC105378745",0,0,0,0,0,0
"LOC112267900",1,2,8,0,0,2
"DAB1",77,41,109,10,22,15
"LOC105378748",1,0,0,0,0,2
"LOC105378747",3,2,3,1,1,0
"DAB1-AS1",0,0,0,0,0,0
"LOC105378746",0,0,0,0,0,0
"LOC107984960",9,2,2,1,16,9
"OMA1",417,312,388,141,277,387
"TACSTD2",11,61,234,103,108,21
"MYSM1",938,962,572,811,1150,1122
"LOC112268263",1,1,14,13,5,0
"LOC105378751",1,1,16,16,4,4
"JUN",2115,2200,3788,5713,4864,3845
"LINC01135",5,16,1,6,10,5
"LOC101926907",3,5,3,6,5,12
"LOC107984961",0,1,1,0,0,0
"LOC105378753",18,9,13,18,15,11
"LINC01358",27,1,32,10,20,50
"HSD52",2,2,1,0,0,6
"LOC105378756",20,3,14,16,20,34
"FGGY",217,212,386,165,248,264
"MIR4711",0,0,0,0,0,0
"LOC101926944",0,2,0,0,0,0
"LOC105378758",0,1,0,0,0,0
"HOOK1",0,1,2,0,0,2
"CYP2J2",0,0,1,1,1,2
"C1orf87",1,0,3,0,0,1
"LOC105378760",0,0,0,0,0,0
"LOC107984963",0,0,0,0,0,1
"LOC105378761",0,0,0,0,0,0
"LOC107984962",0,0,0,0,0,1
"LOC107985379",1,0,1,0,0,3
"LINC01748",0,0,0,0,0,0
"LOC101926964",0,0,0,0,0,2
"LOC105378764",1,0,0,0,0,0
"NFIA-AS2",0,0,0,0,1,2
"NFIA",374,85,157,148,301,777
"NFIA-AS1",0,0,0,0,0,1
"LOC105378766",1,0,0,0,0,1
"LOC107984964",0,0,0,0,0,0
"MGC34796",0,0,0,0,1,0
"TM2D1",429,397,706,454,458,589
"PATJ",414,383,410,209,367,385
"LOC107984965",0,0,0,0,0,0
"MIR3116-1",0,0,0,0,0,0
"MIR3116-2",0,0,0,0,0,0
"L1TD1",2,0,1,35,6,31
"KANK4",1,1,0,159,107,1
"LOC105378768",0,0,0,2,1,1
"USP1",846,1329,977,1291,1922,1206
"DOCK7",3147,5095,2550,3234,3282,4152
"ANGPTL3",14,25,7,16,21,12
"ATG4C",231,266,247,258,290,301
"LINC01739",0,0,0,0,0,0
"LINC00466",0,0,0,0,0,0
"LOC105378770",0,0,0,0,0,0
"FOXD3-AS1",0,0,0,0,0,0
"FOXD3",0,0,0,0,2,0
"MIR6068",0,0,0,0,0,0
"ALG6",232,167,232,210,255,264
"ITGB3BP",176,112,223,209,275,122
"LOC102724319",3,0,0,2,2,0
"EFCAB7",198,151,194,179,212,234
"DLEU2L",18,12,15,22,54,24
"PGM1",1443,2398,1588,2055,2560,1809
"LOC105378771",1,1,0,2,1,0
"ROR1",411,682,314,513,772,982
"LOC105378772",3,3,1,1,2,3
"ROR1-AS1",5,12,2,4,12,11
"LOC105378773",1,7,2,1,1,17
"UBE2U",0,0,0,1,0,8
"LOC105378774",0,0,0,0,0,0
"LOC107984966",0,0,0,2,1,2
"CACHD1",654,214,446,481,450,1062
"MIR4794",0,0,0,0,0,0
"RAVER2",152,92,133,83,208,230
"JAK1",8103,7859,8739,8820,7992,13014
"LINC01359",7,4,2,6,3,12
"MIR3671",9,3,0,2,2,9
"MIR101-1",0,0,0,0,0,0
"AK4",305,757,152,725,1028,389
"DNAJC6",239,277,160,421,371,70
"LOC102724416",5,16,7,16,25,5
"LOC112268227",6,16,1,8,7,3
"LEPROT",2572,1964,2897,3526,3488,2797
"LEPR",418,289,522,409,529,311
"PDE4B",867,570,969,655,497,238
"LOC101927139",2,3,3,3,0,1
"LOC105378776",1,0,2,1,2,0
"SGIP1",365,420,310,545,460,268
"MIR3117",5,4,2,4,4,2
"TCTEX1D1",50,42,70,33,22,33
"INSL5",0,0,0,0,1,2
"WDR78",197,132,211,112,123,229
"MIER1",1431,1347,1183,1151,1529,1485
"SLC35D1",814,836,1110,914,1038,784
"C1orf141",2,0,0,0,0,0
"IL23R",0,0,1,0,0,0
"IL12RB2",7,9,2,4,9,13
"LOC105378779",2,2,4,1,2,2
"SERBP1",3221,5524,3740,3800,4500,4648
"LINC01702",0,0,0,0,0,0
"LOC105378780",0,0,0,0,0,0
"GADD45A",473,786,652,733,975,477
"GNG12",9995,10350,7959,9273,9525,9569
"LOC105378781",6,11,8,3,11,17
"GNG12-AS1",34,23,15,18,21,33
"DIRAS3",33,18,86,258,175,119
"WLS",1003,863,981,631,569,1297
"MIR1262",0,1,0,0,0,1
"LOC105378782",0,0,0,0,0,0
"RPE65",0,0,0,0,0,0
"DEPDC1",211,261,154,1088,1684,231
"DEPDC1-AS1",1,0,0,4,8,2
"LOC107984967",0,0,0,1,1,0
"LOC105378783",0,0,0,0,0,0
"LINC01707",0,0,0,0,0,0
"LOC105378787",0,0,0,0,0,0
"LOC105378786",0,0,0,0,0,0
"LINC01758",0,0,0,0,0,0
"LOC105378789",0,0,0,0,0,0
"LOC105378790",0,0,0,0,0,0
"LRRC7",8,26,8,3,11,31
"PIN1P1",0,3,1,4,2,0
"LOC105378792",0,3,0,0,1,1
"LRRC40",456,770,560,533,715,592
"SRSF11",4373,4776,3914,3779,4296,5713
"ANKRD13C",899,1004,976,976,1045,1117
