# Program:featureCounts v2.0.2; Command:"/mnt/md127/bio-tools/featureCounts/subread-2.0.2-source/bin/featureCounts" "-T" "32" "-p" "-g" "gene_id" "-a" "/mnt/archive/Karol_organized_2020/NGSprint/genome/hg38.refGene.gtf" "-o" "FeatureCounts_all_reads.txt" "SRR6078274.sorted.bam" "SRR6078275.subread.sorted.bam" "SRR6078276.sorted.bam" "SRR6078291.subread.sorted.bam" "SRR6078292.sorted.bam" "SRR6078293.sorted.bam" 
Geneid	SRR6078274.sorted.bam	SRR6078275.subread.sorted.bam	SRR6078276.sorted.bam	SRR6078291.subread.sorted.bam	SRR6078292.sorted.bam	SRR6078293.sorted.bam
MRPL20	1248	1273	1167	1381	1075	1665
MIR153-2	0	0	0	0	0	0
C3orf22	0	0	0	0	0	0
YIPF3	4046	4883	3551	3990	3523	5413
GALT	1103	1278	985	965	838	926
REXO5	243	274	242	205	121	556
C1orf162	16	18	2	1	11	10
COL4A1	4101	4693	2589	32038	143832	6520
PIWIL3	0	0	0	0	0	0
LAMA3	204	284	40	188	142	869
LMF1-AS1	19	65	51	99	159	35
SHKBP1	538	1040	469	562	648	965
ZNF546	341	392	295	494	275	383
MAMDC4	467	704	522	541	539	406
DEGS2	14	16	12	8	12	14
TGFBR3	13665	14834	2828	3265	1136	22245
FBXO4	529	588	561	487	398	452
LINC02789	0	0	0	0	0	0
LINC02714	0	0	0	10	0	0
NUTM2B-AS1	175	244	134	287	274	220
IGIP	579	979	666	619	694	711
C4orf54	0	0	0	0	0	0
SLC27A6	4	7	0	53	10	7
MB	0	2	0	0	2	16
RBL1	390	567	704	327	312	1523
LOC105371046	23	20	21	17	16	21
PLEKHF2	472	664	445	649	460	611
WWTR1-AS1	5	9	9	25	22	15
KLF10	1096	1828	877	1677	2987	2540
ULK2	1906	2180	1651	1993	1980	2553
LINC00254	0	0	0	0	0	0
LINC02124	0	0	0	0	0	0
SNORA10	43	59	78	72	71	42
SNORA64	142	83	242	64	82	134
SNORA78	18	10	15	24	4	5
MAP3K1	519	766	722	482	857	753
DNAJC1	1741	1844	1629	1558	1193	1540
TCTN1	1917	1681	1537	2035	1059	1760
TREH	21	36	29	28	58	29
SMIM23	0	0	0	0	3	0
NPC1L1	2	2	0	1	0	2
BRD8	1845	2251	1577	1925	1609	4168
NDST1	12140	19053	11973	13968	15379	13103
ADRA2B	0	0	0	0	0	0
ACVR1B	794	1165	561	980	1084	1318
CP	8	9	3	49	8	39
HGF	327	439	841	250	32	746
IL6	452	1096	679	1201	1489	449
MIR518C	0	0	0	0	0	0
MIR6511B1	0	0	0	0	0	0
MIR6511B2	0	0	0	0	0	0
MIR3180-5	0	0	0	0	0	0
RAB26	28	93	68	40	30	72
SNORD60	17	29	24	33	8	21
AGBL2	15	20	34	23	6	19
ZMYM6	928	1205	814	1346	1288	1343
CHIT1	0	0	0	0	0	4
LINC02825	0	0	0	0	0	0
ZKSCAN1	5759	6561	5391	6211	6192	5739
LOC106660606	20	10	11	26	21	15
MIR4717	0	0	0	0	0	0
ABCA17P	4	25	15	13	16	48
GADD45B	2781	2507	1601	4497	12201	2080
MIR6767	1	0	1	0	3	1
PAWR	2873	4717	2673	7781	7799	1958
MIR6768	0	1	0	0	0	2
LOC729652	25	19	24	32	27	25
PLSCR3	10	7	9	6	8	17
PITPNM2	141	516	113	238	274	522
MIR3178	3	2	3	1	3	2
LOC652276	37	61	81	97	60	121
FLJ42627	41	64	34	75	137	100
ERVK13-1	499	651	743	865	669	641
SRRM2-AS1	9	11	5	26	25	14
KRTAP20-1	0	0	0	0	0	0
KRTAP21-1	0	0	0	0	0	0
EGLN2	33	39	23	50	36	40
SNORA3C	0	0	0	0	0	0
MST1	243	326	229	344	243	144
PRSS30P	64	14	0	34	8	19
CLDN16	0	2	0	0	0	2
TES	812	1466	1588	4576	6405	1129
HIF3A	4	2	0	0	0	3
LOC101929613	0	0	0	0	0	0
HCFC1R1	1089	1855	1159	1806	1482	1415
ADGRB1	17	0	6	0	0	27
LOC100128770	0	1	0	0	0	2
VPS4B	3230	3238	2914	2625	2601	3564
MMP25-AS1	9	13	12	15	16	11
PRAMEF7	0	0	0	0	0	0
ZNF205-AS1	16	12	25	38	11	8
ZNF213-AS1	132	151	125	161	141	75
CASP16P	8	20	15	11	17	25
OR1F2P	0	0	0	0	0	0
LINC00921	19	49	30	40	29	46
FAM106B	0	0	0	2	4	2
ZNF75A	508	669	423	615	504	682
STON1-GTF2A1L	2	0	2	0	8	8
TNFAIP8L2-SCNM1	0	0	0	0	0	0
ABCA6	3332	2140	769	2306	917	3651
MIR6126	0	0	0	0	0	0
MYO7B	13	55	15	62	53	20
FBRSL1	244	323	276	385	435	385
GZMH	0	0	0	0	0	0
LINC01569	13	6	13	11	15	21
GLIS2-AS1	8	19	10	15	19	16
IL12RB1	2	6	2	2	3	0
STRA8	0	0	0	0	0	0
EFNA1	0	0	1	5	2	1
DUSP6	1103	1096	1188	1187	1214	3605
MBTPS2	638	583	634	753	660	851
EPB41	443	316	445	733	649	642
MGRN1	731	1721	723	1522	1704	1552
LOC391322	0	0	0	0	0	0
MIR6769A	0	2	0	1	1	0
CSNK1A1L	114	147	71	77	96	81
PGLYRP1	7	4	5	3	4	5
RAB33A	64	35	57	42	81	16
AP1M2	1	10	19	6	0	3
KRT32	6	2	2	0	1	0
DLK1	0	0	0	0	0	0
ST3GAL2	1877	2718	1883	2875	2996	2565
DNAJC5G	0	0	0	0	0	0
OIT3	2	3	0	7	5	8
NAGPA-AS1	4	6	7	10	4	13
EFHB	0	2	8	61	2	40
KLHL23	0	0	0	0	2	0
EEF2KMT	227	240	262	227	167	251
LINC01570	0	0	0	0	0	0
MIR8065	0	0	0	0	0	0
ANAPC10	356	352	339	324	287	339
PDGFC	3080	5533	4058	4727	3886	3123
GDF2	0	0	0	0	0	0
GNB5	851	1352	944	1221	1065	1480
TIGD2	203	288	293	222	243	359
NUDCD1	1200	1531	1553	1009	1073	1282
RELT	104	259	134	203	291	399
LOC100130283	43	48	36	52	41	41
TMPRSS7	0	0	0	0	0	0
HP1BP3	7902	9134	7554	7913	6920	11517
LINC02177	0	0	0	0	0	0
LINC01177	0	0	0	0	0	0
LINC01195	0	0	0	0	0	0
ZNF652	988	1617	1006	2393	1922	2527
LINC01290	0	3	8	7	2	3
MZF1	538	562	461	682	471	324
DOC2A	10	15	3	4	4	4
CLEC4C	0	0	0	0	0	0
MEPE	0	0	0	0	0	0
RNF32	30	72	38	78	66	57
WDR27	535	828	616	728	574	708
TMEM68	484	561	449	526	507	551
INTS6L	209	475	355	554	385	202
MIR548H2	0	0	0	0	0	0
LOC105371083	4	0	2	1	0	2
LOC101927131	0	0	0	2	0	0
MXRA7	13229	11680	5571	12385	12198	12712
SH3BP4	6651	7732	4120	9018	7081	10854
F8A3	0	0	0	0	0	0
ST14	0	2	0	2	0	8
FRMD1	0	0	0	0	0	0
CARMIL2	22	7	7	0	9	28
MIR4718	0	0	0	0	0	0
LINC02185	0	2	3	0	0	4
LINC02186	0	0	0	0	0	0
DERA	1202	1551	1075	1043	982	1934
LYPLAL1	436	468	406	494	426	660
ATRN	4434	5577	4403	4766	4584	5244
RBM11	0	0	2	0	12	0
LINC02130	0	2	0	0	0	0
TTC34	0	0	4	2	0	2
ZNF496	1314	1485	1661	1327	1154	1037
CARMN	238	549	178	924	1422	200
PTTG1IP	17794	19112	14502	30107	15278	18401
CTSL	22037	14843	15437	11028	4778	48457
MIR3179-1	0	0	0	0	0	0
MIR3179-2	0	0	0	0	0	0
MIR3179-3	0	0	0	0	0	0
MIR3179-4	0	0	0	0	0	0
TRAPPC5	1227	1336	1455	1545	1206	890
MIR3670-2	0	0	0	0	0	0
MIR3670-3	0	0	0	0	0	0
MIR3670-4	0	0	0	0	0	0
MIR3180-1	0	0	0	0	0	0
MIR3180-3	0	0	0	0	0	0
MIR3180-2	0	0	0	0	0	0
PKD1P3-NPIPA1	1528	2128	1268	1594	2714	1645
LOC100288162	7	3	3	12	3	4
MIR6511A1	0	0	0	0	0	0
MIR6511A3	0	0	0	0	0	0
MIR6511A4	0	0	0	0	0	0
MIR6770-1	0	0	0	0	0	0
MIR6770-2	0	0	0	0	0	0
MIR6770-3	0	0	0	0	0	0
NDUFS1	4730	5787	4524	5690	5313	7209
ID3	1258	559	360	2955	2249	1064
IDO1	2	0	0	4	0	9
AMY1B	0	0	0	0	0	0
TNFRSF14	539	681	628	492	237	276
PPT1	1858	2177	2099	1443	943	2176
MIR1972-1	0	0	0	0	0	0
MIR1972-2	0	0	0	0	0	0
C20orf141	4	0	0	0	0	4
LOC100505915	17	38	34	17	52	39
PKD1P6-NPIPP1	1786	2522	1511	1805	2811	1850
MIR3180-4	0	0	0	0	0	0
DDHD1	1628	1908	1194	1500	1910	1783
NPIPA5	108	25	80	108	51	50
LOC100190986	23	49	20	44	64	33
CRAT	2481	3226	1882	1998	1916	3903
MRAP2	18	13	8	38	2	222
MIR6506	0	0	0	0	0	0
SCGB1A1	0	1	2	4	0	0
AP5B1	1033	1426	1036	1541	1095	1462
PANK1	291	373	327	223	120	307
SDK1	12	0	2	10	100	200
CPLX1	4	6	2	2	0	8
BNIPL	5	17	18	15	11	13
GNG12	18969	19436	12580	11599	11651	22546
AJAP1	6	1	127	14	118	45
SHMT1	256	655	230	230	75	624
AFG1L	196	251	216	523	191	256
SDHAF4	187	186	131	143	167	187
LYRM7	645	866	748	716	541	1283
TAF4B	188	161	236	119	139	142
DEFB107A	0	0	0	0	0	0
ALYREF	1056	1410	1324	1191	1067	2410
VSX1	0	0	0	0	0	0
PKD1P4-NPIPA8	848	995	914	1099	1845	1073
PKD1P1	374	517	251	225	456	246
WDR62	129	224	290	48	88	1508
LOC102723692	4	1	2	2	1	5
FAM160B2	1934	2778	1605	2227	2599	2551
PKD1P5-LOC105376752	850	1201	1058	695	2259	1041
ATOH7	0	5	2	4	0	0
ANKLE2	4370	5532	3907	4000	6092	9036
ABCC6P1	2	3	0	0	2	1
ATAD3A	783	1203	575	1119	800	1487
DSPP	0	0	0	0	0	0
FXR1	4305	5838	4231	3876	4020	5159
NDUFAF4	604	411	539	580	488	364
LOC102723385	0	2	0	0	1	1
NAPB	601	545	447	953	667	793
DEPTOR	1918	642	93	4146	4006	1460
LOC388813	2	0	2	1	0	0
IQCD	29	23	11	24	33	58
PLBD2	1656	2192	1393	3399	1712	2060
AKIP1	789	943	751	876	740	850
CDC27	4116	5870	3933	5069	4659	7246
ZMYND11	4941	5584	4390	5221	4372	5238
DPM1	1425	1352	1402	1380	1464	1544
LOC100996318	4	0	2	0	0	2
LOC107984813	10	13	10	13	16	22
DIAPH3	679	1140	766	804	962	2855
SEZ6L2	572	393	802	111	315	36
LOC100131107	0	0	0	0	0	0
NPIPB4	0	0	0	0	0	0
MT1X	458	330	400	146	56	424
RAB21	2811	3404	2385	4095	2897	4355
MAP7D1	4168	6436	3788	6675	6625	7668
KLK15	0	0	0	0	0	0
RAB6B	30	100	59	40	33	67
SLC36A4	605	822	771	1100	787	1579
PRKG1	3429	4380	3882	4094	4568	3247
TMTC2	756	738	682	576	336	340
OR51S1	0	0	0	0	0	0
GCH1	185	100	37	75	163	161
NT5DC2	1508	2742	1895	3044	3896	3669
PRPSAP1	1300	1446	1281	1776	2152	1251
MAP2K1	1575	2230	1207	1593	2088	3067
GAREM1	223	105	199	150	145	228
DNAJA2	4155	4160	3598	3908	3663	4678
SH2B2	46	35	55	50	33	32
CRYM-AS1	46	20	25	27	14	46
SNX29P1	23	8	15	32	23	29
BARHL2	0	0	0	0	0	0
SMG1P3	172	243	131	204	250	141
MIR3680-2	0	0	0	0	0	0
SLC7A5P2	177	443	254	326	537	215
LOC101927814	8	4	2	4	1	4
CXCL9	0	0	0	0	0	0
MIF	0	0	0	0	0	0
PFKL	5257	6154	5578	6291	5123	7681
PGAM1	3464	3051	2624	3256	3790	6427
PFN2	5031	4802	7211	8739	4645	3974
OTOAP1	4	2	4	0	2	4
CAPN6	0	0	0	420	28	0
B3GNT9	1550	2079	1589	1844	1256	1427
EIF3H	5847	5979	5925	4822	4144	4689
MYO9A	3407	5545	3523	4173	3704	4887
BUB3	4056	4550	4293	3385	3277	8225
ZNF662	224	265	397	262	166	99
ZNF544	1133	1128	930	1246	986	1336
IFI35	744	1115	594	564	458	721
LOC440346	4	1	3	6	10	9
MFSD13B	8	9	2	12	4	8
SMG1P1	520	910	563	800	1035	521
SPTLC3	294	110	94	177	25	139
WASHC3	1395	1700	1160	1300	959	1561
CLN8	860	1187	1039	2170	2019	1569
EEF1AKMT2	794	918	886	811	696	962
PIGL	150	217	139	200	219	187
PUM3	1344	1752	1453	1343	1356	1390
MIR1273H	0	0	0	0	0	0
LINC2194	0	0	0	0	0	0
QTRT2	642	885	784	673	520	877
OLA1	1356	1736	1668	1100	827	1858
PCDHB1	0	0	0	0	0	0
TIMM22	816	859	632	895	868	1150
LINC01567	0	0	0	1	0	0
APCDD1L	379	459	634	68	204	879
PRR23D1	0	0	0	0	0	0
DELE1	1661	2400	1505	2177	1866	1994
BPHL	619	640	434	609	308	565
PARD3B	2478	3832	1770	3811	3517	2044
REC114	4	7	3	16	8	4
H2BC20P	10	3	8	6	10	8
AGO4	1120	1785	1204	1332	1323	1970
CCDC74A	267	259	260	353	224	497
LOC554206	26	20	21	42	16	23
LINC02175	24	20	16	41	26	43
LCMT1-AS1	5	11	2	20	12	12
LCMT1-AS2	8	20	18	27	16	34
MIR548W	0	0	0	0	0	0
MS4A15	0	0	0	0	0	0
GABARAPL2	1875	1869	1385	2403	2198	1965
FOSL1	216	642	367	207	201	1803
NSMCE1-DT	17	5	13	20	27	11
ABCC10	1186	1733	1187	1674	1206	1488
IL21R-AS1	0	0	0	0	0	0
DYNC1LI2	7107	9192	5866	11026	10227	12159
HSD17B7	133	155	96	166	38	262
LOC100128079	3	3	2	2	2	7
LPXN	2156	1538	1290	853	590	7207
AMBP	9	8	12	9	0	2
ALOX5AP	0	2	2	2	4	1
ALCAM	10694	11890	5127	9750	4394	8629
PLEKHA1	1860	2195	1294	2728	2389	1983
METTL4	738	688	699	704	619	819
PTH2R	1	2	0	0	4	4
MIR6862-1	0	0	0	0	0	0
MIR6862-2	0	0	0	0	0	0
SEBOX	19	5	9	11	4	8
CLRN2	0	0	0	0	0	0
ENKUR	7	4	3	30	9	12
POLR2J2	12	15	19	17	33	20
CENPK	204	153	335	84	154	1027
ASB4	0	0	0	0	0	0
FBLN1	46441	20715	10017	34059	17191	53517
FAM241A	312	338	263	362	718	497
PLAC1	8	3	2	0	5	0
GARS1	12947	15147	12696	14626	21501	11919
LLGL2	0	3	0	1	2	2
NPIPB9	3	0	5	2	4	2
FABP12	0	0	0	0	0	0
MIR4721	0	0	0	0	0	0
PENK	282	50	155	27	66	160
PLXNB1	2014	2336	1458	2401	1034	1994
RNF170	1615	1552	1212	1677	1248	1152
ATP2A1-AS1	2	6	5	4	8	18
GUCA1C	0	0	0	0	0	0
MTDH	9525	11611	8565	10720	9429	11610
MIR4517	6	3	7	6	5	12
UBN1	2484	3272	2270	3017	2678	4161
SNX29P2	8	12	31	27	13	8
SMG1P6	27	40	27	35	54	31
LOC606724	0	0	0	0	0	1
CCNB2	316	400	641	77	87	2954
SLX1A-SULT1A3	0	0	0	0	0	0
SLX1B-SULT1A4	0	0	0	0	0	0
LOC388242	0	0	0	0	0	0
LOC613038	0	0	0	0	0	0
SMG1P2	54	70	82	58	107	30
C4orf36	46	33	12	17	16	25
INSYN2B	793	1470	1100	883	356	1246
SCGB1C2	0	0	0	0	0	0
APC2	204	261	177	250	262	138
NRN1	3217	9732	6605	3465	2579	3452
PITPNA	1196	2042	1090	1685	1938	2520
CDIPTOSP	6	2	8	8	15	5
SVBP	587	691	411	541	346	465
SEMA3E	2	0	2	26	8	229
CCR7	115	70	40	35	60	363
UGT1A4	0	0	0	0	0	0
RAB31	6658	5382	3674	9937	5848	8382
MKNK1	851	850	720	1009	695	942
ZNF792	165	210	212	132	154	213
BRCA2	502	837	763	433	517	2548
PEF1	2277	2042	1694	2230	1701	1899
PLA2G2F	0	0	0	0	0	0
FRRS1	520	228	482	1007	566	1163
RASSF2	2942	2870	843	1957	949	2293
FAM214B	1177	1436	991	1643	1667	2699
ERAL1	509	831	491	773	618	965
NOP16	539	434	480	435	437	554
EGR3	54	201	157	76	36	207
RNF41	3743	4148	2796	4120	5687	2616
NDE1	601	680	684	524	535	1330
EFHD1	14	4	6	314	69	6
EDEM3	4691	4850	3892	6093	4276	7752
ENTHD1	0	0	0	0	0	0
DUSP18	149	233	165	162	106	471
PYHIN1	0	1	0	0	1	0
CORO6	433	474	288	416	276	453
LARP1B	785	1151	778	747	744	878
CXCL12	45135	20639	5449	9604	6342	67035
IGLL5	0	0	0	0	0	0
OTUB1	1885	2006	1886	1713	1549	1888
LOC101928595	40	54	50	77	43	67
ZSCAN32	466	547	406	501	475	628
DDX54	1847	2227	1924	1820	1629	2284
KLK9	0	0	0	0	0	0
RAB18	4617	5263	3376	5626	5072	6321
CASC4	8871	8751	6888	12467	7834	10736
SMG1P5	54	48	35	74	85	66
KRTAP2-1	0	0	2	0	0	0
LOC102724843	0	0	0	0	0	0
DDX3Y	1	4	0	4731	4671	5401
ZNF771	184	152	249	248	122	99
SNORA80C	0	0	0	2	0	0
DCTPP1	349	421	388	377	259	640
TUBA4B	0	6	6	2	2	2
OR10D3	0	0	0	0	0	0
MIR4518	0	0	0	0	0	0
ZNF688	366	356	367	457	306	242
CBX3	5379	5847	5713	4015	3805	6459
ZNF689	451	514	444	626	470	579
OR6C2	0	0	0	0	0	0
SHLD1	79	52	52	50	46	68
GHDC	737	1272	821	1085	607	640
C3orf70	16	134	119	114	155	169
POLR3H	1671	2008	1502	2200	1671	2065
RBM6	4795	5405	3255	4801	4300	3440
CCNE2	102	116	193	10	43	215
SNORA30	4	15	1	9	10	8
LOC102724957	0	0	0	0	0	0
HOTS	0	0	0	0	0	0
CCDC189	8	5	1	9	6	12
CHTF8	0	0	0	0	0	0
MIR4519	0	1	0	4	1	3
MIR762HG	55	64	48	54	47	50
MIR762	0	0	0	0	0	0
SPRED3	108	114	74	84	181	189
DNLZ	288	363	325	311	477	341
LCAT	419	504	379	461	370	417
LAMB3	178	533	506	40	193	500
RNPC3	302	369	240	365	287	377
CD180	0	0	0	0	0	4
ZNF594	348	363	345	413	298	391
PYCARD-AS1	2	8	3	3	4	2
LYST	1723	2331	1776	2685	2882	3697
SRP14	4411	4849	3894	5770	3957	6670
SRP9	4547	4475	4311	4106	3422	4920
BHLHE40	510	1063	480	2388	4190	621
TOMM34	688	1047	786	1002	464	1921
AGPS	2562	3197	2351	4805	4047	3325
RRAD	22	199	68	32	77	83
TWF2	2625	4612	3361	2269	2718	3103
PARG	913	1188	843	1325	1091	1399
PPM1D	746	756	736	862	612	743
GALR3	0	0	1	0	0	0
APOBEC3H	0	0	2	2	0	0
MIR342	1	2	0	1	2	1
ORC4	952	1114	871	971	693	1081
MIR302D	2	0	4	2	0	5
LINC02190	0	0	0	0	0	0
FRG2KP	1	0	0	0	2	0
YBX3P1	327	307	310	303	354	374
CLUHP3	66	35	58	104	99	87
CD7	1	1	8	0	0	9
LOC102723753	7	0	0	2	4	101
HERC2P4	0	0	0	0	0	1
LOC390705	0	0	0	0	0	0
LOC105369266	0	0	0	0	0	0
TP53TG3E	0	0	0	0	0	0
SMC4	2669	5363	3910	2234	1864	9470
RFTN1	3089	2769	1488	5302	4033	3216
SLC6A10P	0	0	0	2	1	0
LOC101929479	18	13	10	26	8	12
OR4K1	0	0	0	0	0	0
LOC102724135	42	50	14	80	46	39
DPY19L2P3	9	13	15	22	20	8
OR8J3	0	0	0	0	0	0
RIMBP3C	0	0	0	0	0	0
C12orf77	0	0	0	1	0	0
SLITRK3	0	0	0	0	0	0
LOC112267983	52	26	13	35	42	42
ENPP7P13	0	0	0	0	0	0
CCNYL3	0	0	0	0	0	0
CSF2RB	69	67	0	92	10	23
UBE2MP1	342	395	317	474	454	513
LOC112268173	0	0	0	0	0	0
LINC01566	0	0	0	0	0	0
FRG2DP	0	0	0	0	0	0
TP53TG3HP	0	0	0	0	0	0
LINC02167	0	0	0	0	0	0
ANKRD26P1	2	4	2	4	24	24
IL12B	0	2	4	0	0	2
IL9R	2	0	0	0	1	0
METTL23	774	766	720	957	785	729
LINC00261	0	0	0	0	0	0
BCYRN1	100	84	71	53	120	333
TET2	645	1015	622	889	1114	674
SNORD148	0	0	0	0	9	0
ITFG1-AS1	1	3	5	2	1	2
SQLE	2251	2199	2051	3031	1008	2854
PYGL	3309	5865	3572	4915	2612	3278
ABHD5	2108	1601	1281	1704	1235	2349
LINC02192	1	0	0	0	0	0
LINC02133	0	0	0	0	0	0
LINC02134	0	0	0	0	0	0
CDK5	506	522	511	698	453	683
SACM1L	1845	2149	1563	1766	1480	2430
HSPA6	8	0	2	1	8	6
HSPA4	8291	10226	8664	9022	7285	10626
TPM4	33256	64788	30307	41912	55767	56612
SCGB2A1	0	0	0	0	0	0
LGALS8	1791	1777	1304	1497	1216	1595
PIP4P2	729	973	747	905	555	1443
ADAM3B	0	0	0	0	0	0
NDUFAF1	447	519	448	638	565	794
DUXAP9	7	0	0	4	5	27
PSTPIP2	247	332	243	268	211	369
SLC7A8	149	230	192	287	22	956
BAG1	1370	1127	982	1575	1268	1843
HAUS8	125	141	122	102	69	369
EMX2	1500	2043	501	1181	1341	1904
ZKSCAN3	278	220	161	223	202	262
MIR6771	1	0	0	1	0	0
GPBAR1	10	7	4	3	3	11
LINC02178	0	0	0	0	0	0
CDH20	2	1	0	5	17	7
LOC101927272	0	0	0	0	0	0
SCAF4	410	646	358	509	674	778
FYTTD1	4339	4829	3751	4355	4177	4672
RTL6	3838	4070	2685	2957	2981	3934
COQ8A	772	781	631	600	388	1178
ATP13A4	6	6	0	0	3	0
MIR3181	0	0	1	2	1	0
LINC02168	0	0	0	0	0	0
MIR548AI	0	0	2	0	0	0
LINC02127	0	0	0	0	0	0
LINC01571	0	0	0	0	0	0
LINC00919	0	0	0	0	0	0
LINC02180	0	0	0	0	0	0
CASC22	0	0	0	0	0	0
TMEM231	444	557	371	419	266	400
CASC16	0	0	0	0	0	0
LOC105371267	87	78	51	94	22	82
RAB3A	17	6	10	16	10	33
ADGRA3	1083	871	1121	906	615	1480
STX1A	281	377	271	200	160	764
IFNGR1	3157	1820	2057	2706	2186	2571
SAP30L	2305	2629	2066	2227	1653	2284
LOC102723373	0	0	0	0	0	0
FAM160A1	94	29	108	32	8	23
HOXB3	167	27	222	883	876	1469
ACE	1228	3555	1018	180	57	503
FTO-IT1	15	17	12	25	19	20
LINC02140	0	0	0	0	0	0
LOC101927480	0	0	0	0	0	0
CCT7	7419	7985	7902	5730	5592	10285
MIR656	5	7	3	6	3	1
CSTA	235	11	2	63	217	6
DEFB1	0	0	0	0	0	0
MMP2-AS1	0	0	0	0	0	0
CAV3	2	4	4	6	2	0
CASQ1	4	9	4	0	0	4
VSTM2A	0	0	0	0	0	0
NUP153	1916	3245	2222	2152	2349	3902
BPIFB4	20	0	0	0	0	0
CES1P2	0	0	0	0	1	0
CES1P1	0	0	0	3	187	0
LOC283856	2	0	0	0	0	0
RECQL4	436	504	700	398	211	1277
DKFZP434H168	0	0	0	0	0	0
MIR3935	0	0	0	0	0	0
GPR137B	519	632	544	693	538	1001
TSPAN4	5982	7157	5356	4022	2768	8138
TRIM13	2076	2042	1511	2394	1956	1409
OGFOD1	1683	2120	1453	1984	1804	2133
RRBP1	15862	32530	17935	20458	18514	27520
MT1L	52	65	65	55	18	179
MT1DP	0	0	0	0	0	0
MT1IP	0	0	0	0	1	0
ANGPT4	3	1	1	18	6	0
HNRNPAB	2330	3014	2601	2849	3131	4541
MIR6863	0	0	0	0	0	0
RASSF7	36	64	38	294	79	32
ADAM12	7446	19252	13822	9886	24299	12449
HACL1	759	610	702	690	598	759
ZEB2	2940	5063	1826	3017	5820	5617
GPR153	1097	938	728	1301	577	704
C2CD5	1285	1384	1327	1216	851	1312
CPT1A	3400	4075	2642	2210	1743	4123
DERPC	0	0	0	0	0	0
MGAT2	2974	3662	3345	3922	2869	4333
NEURL4	1502	1692	1565	1799	1559	1642
WNK2	0	0	0	0	0	0
CD3E	0	0	0	0	0	0
ATP13A1	1277	2191	1564	2063	1529	2166
PRDM4	1229	1894	1249	1462	1418	2119
INTS12	386	508	300	600	499	694
NLRP2B	0	2	0	0	0	0
SNRNP200	4540	7024	4772	5402	4540	6869
PCLAF	332	347	701	27	60	1429
RCAN1	1897	3656	2479	2818	16149	4514
KIF21A	119	225	185	604	445	182
MSRA	300	439	293	365	121	530
MIR6772	0	0	1	1	1	5
LHFPL3	0	0	0	0	2	8
MIR155	0	0	0	0	0	0
MIR8084	0	0	0	0	0	0
MIR6783	2	0	1	0	0	3
MIR6751	0	0	0	0	0	0
CCDC113	163	256	169	265	203	354
FBXL22	43	39	17	691	231	50
MIR29B1	0	0	0	1	0	2
GP1BA	26	56	33	37	46	40
CSPG4	1787	6840	4148	3840	4898	8038
TREML1	0	0	1	0	0	0
ZNF428	486	615	521	764	513	362
ST20	61	32	49	79	60	37
MIR3664	0	0	0	0	0	0
CZIB	1634	1783	1481	1269	1300	1507
TAFA3	0	26	6	2	2	23
H2AJ	1471	1533	1002	1600	1749	1541
RNF144B	512	945	781	1099	1636	261
TPRG1L	2817	2503	2349	3108	1654	4432
SNORA46	11	6	5	2	4	9
SNORA50A	17	12	15	34	21	10
APOOP5	11	16	14	11	5	20
LINC02141	0	0	0	0	0	0
RNF180	57	7	2	165	410	40
LINC02126	4	10	11	18	7	7
BEAN1-AS1	2	1	1	1	0	0
GYS2	0	2	0	4	2	2
SULT6B1	0	0	0	0	0	0
SLC46A2	16	21	6	17	12	22
IFNB1	1	0	0	0	0	0
STAB2	4	17	7	3	6	2
LOC106699570	7	10	4	24	8	8
TRABD2B	8	0	0	3	10	8
KRTAP5-2	0	0	0	0	0	0
ARID2	1307	1610	1344	1910	1955	1780
LOX	48666	106340	52858	59783	73161	159084
BCAT1	5099	11025	9599	5928	6876	7299
GPR146	30	20	30	16	25	13
PDCD11	2029	3117	2510	2536	2453	3286
HSPA12B	30	36	10	49	12	71
TUBA8	26	33	19	33	15	23
VAV2	1129	1813	1267	874	727	1676
ASTN1	18	6	21	0	24	36
ANTXRL	0	0	0	0	0	0
EDIL3	996	147	5231	23668	3877	1929
B3GALT5	18	16	80	12	10	7
RANGAP1	2819	2736	2703	3798	2332	7868
GATAD1	1683	1721	1503	2258	1774	1685
FBN2	11751	85498	324	4623	2392	47624
ANKRD63	2	0	0	0	0	0
LRRC29	128	147	84	115	91	103
ZNF763	112	87	70	96	58	141
UTP14A	841	1035	1023	710	602	812
TM7SF3	1882	2216	1672	3042	1136	2173
LRRC36	2	10	2	0	0	0
ARSB	3111	2460	1804	6784	2927	4757
LOC100505942	61	74	72	124	74	58
RFPL3	0	0	0	0	0	0
RRAGC	3056	3096	2700	3758	2017	4899
CUEDC1	2193	2529	1708	1867	1593	1345
GTF2H3	1683	1911	1576	1754	1832	1811
ZSCAN5A	99	130	103	153	94	185
ATP6V1B2	5441	6603	5388	7441	6335	7033
FBXW4	950	1249	923	1282	884	929
SASH1	11880	13894	7883	6773	8238	16090
DEFB121	0	0	0	0	0	0
SERTAD4	285	332	609	3846	4108	534
PXDNL	2	10	61	13	6	18
NLN	1290	2012	1347	1672	1350	2859
NACC2	2058	3795	2398	5533	4532	4303
RGS3	2447	2134	1809	3141	2520	5255
FAIM	266	399	260	304	237	418
LELP1	0	0	0	0	0	0
DPEP2	0	2	0	0	0	4
LINC02745	0	0	0	0	0	0
AHCY	3482	4449	3985	4012	2975	4031
